uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,1,2017-05-08T08:30:54.253Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,4477,F_pretraining_balle,CENTER_LEFT,F_pretraining_balle,CENTER_LEFT,3409,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,2,2017-05-08T08:31:10.053Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,4622,F3_pretraining_kime,CENTER_LEFT,F3_pretraining_kime,CENTER_LEFT,3380,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,3,2017-05-08T08:31:25.985Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,1402,F3_pretraining_pouque,CENTER_RIGHT,F3_pretraining_pouque,CENTER_RIGHT,1913,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,4,2017-05-08T08:31:41.794Z,0,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1259,F_training_place_couette,CENTER_RIGHT,F_training_place_couette,CENTER_RIGHT,1673,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,5,2017-05-08T08:31:52.636Z,0,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,1285,F3_training_voicing_glaze,CENTER_LEFT,F3_training_voicing_glaze,CENTER_LEFT,1862,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,6,2017-05-08T08:32:03.687Z,0,2,training1,countryside,3,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,1340,F3_training_voicing_bouge,CENTER_RIGHT,F3_training_voicing_bouge,CENTER_RIGHT,1856,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,7,2017-05-08T08:32:17.495Z,0,3,training2,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,1257,F_training_voicing_sac,CENTER_LEFT,F_training_voicing_sac,CENTER_LEFT,1976,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,8,2017-05-08T08:32:28.638Z,0,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,1305,F3_training_place_plampe,CENTER_LEFT,F3_training_place_plampe,CENTER_LEFT,2394,touch_object,1,0
C6A3B2ADE5AE461588B80F045CA099B5,Unknown,2017-05-08,"",Children_Assim_french_training_3,1601,1,2017-05-08T08:30:54.000Z,2017-05-08T08:32:54.000Z,9,2017-05-08T08:32:40.272Z,0,3,training2,countryside,3,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,1741,F_training_voicing_lampe,CENTER_RIGHT,F_training_voicing_lampe,CENTER_RIGHT,2270,touch_object,1,0
