uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,1,2017-06-24T13:42:44.806Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,5216,F_pretraining_balle,CENTER_LEFT,F_pretraining_balle,CENTER_LEFT,2252,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,2,2017-06-24T13:43:00.225Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,1789,F3_pretraining_kime,CENTER_LEFT,F3_pretraining_kime,CENTER_LEFT,2067,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,3,2017-06-24T13:43:11.949Z,1,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,1772,F3_pretraining_pouque,CENTER_RIGHT,F_pretraining_poule,CENTER_LEFT,1225,touch_object,0,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,4,2017-06-24T13:43:22.865Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,7559,F3_pretraining_pouque,CENTER_RIGHT,F3_pretraining_pouque,CENTER_RIGHT,1674,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,5,2017-06-24T13:43:52.161Z,0,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1503,F_training_place_couette,CENTER_RIGHT,F_training_place_couette,CENTER_RIGHT,1510,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,6,2017-06-24T13:44:03.050Z,0,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,1186,F3_training_voicing_glaze,CENTER_LEFT,F3_training_voicing_glaze,CENTER_LEFT,2124,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,7,2017-06-24T13:44:14.318Z,0,2,training1,countryside,3,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,2201,F3_training_voicing_bouge,CENTER_RIGHT,F3_training_voicing_bouge,CENTER_RIGHT,1928,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,8,2017-06-24T13:44:28.848Z,0,3,training2,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,841,F_training_voicing_sac,CENTER_LEFT,F_training_voicing_sac,CENTER_LEFT,1906,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,9,2017-06-24T13:44:39.487Z,0,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,790,F3_training_place_plampe,CENTER_LEFT,F3_training_place_plampe,CENTER_LEFT,2230,touch_object,1,0
8F1AB4635D7E4DEA860AB78F1B7D8442,Unknown,2017-06-24,"",Children_Assim_french_training_3,1611,1,2017-06-24T13:42:44.000Z,2017-06-24T13:45:03.000Z,10,2017-06-24T13:44:50.370Z,0,3,training2,countryside,3,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,1436,F_training_voicing_lampe,CENTER_RIGHT,F_training_voicing_lampe,CENTER_RIGHT,2159,touch_object,1,0
