uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,1,2017-12-16T12:10:33.918Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,2493,F_pretraining_balle,CENTER_LEFT,F_pretraining_balle,CENTER_LEFT,1450,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,2,2017-12-16T12:10:45.728Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,3330,F3_pretraining_kime,CENTER_LEFT,F3_pretraining_kime,CENTER_LEFT,2781,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,3,2017-12-16T12:10:59.728Z,1,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,1672,F3_pretraining_pouque,CENTER_RIGHT,F_pretraining_poule,CENTER_LEFT,1200,touch_object,0,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,4,2017-12-16T12:11:10.479Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,2511,F3_pretraining_pouque,CENTER_RIGHT,F3_pretraining_pouque,CENTER_RIGHT,3164,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,5,2017-12-16T12:11:30.812Z,1,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1245,F_training_place_couette,CENTER_RIGHT,F3_training_place_couepe,CENTER_LEFT,2297,touch_object,0,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,6,2017-12-16T12:11:42.230Z,0,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,2562,F_training_place_couette,CENTER_RIGHT,F_training_place_couette,CENTER_RIGHT,686,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,7,2017-12-16T12:11:53.347Z,0,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,3445,F3_training_voicing_glaze,CENTER_LEFT,F3_training_voicing_glaze,CENTER_LEFT,2563,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,8,2017-12-16T12:12:07.248Z,0,2,training1,countryside,3,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,811,F3_training_voicing_bouge,CENTER_RIGHT,F3_training_voicing_bouge,CENTER_RIGHT,3167,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,9,2017-12-16T12:12:20.446Z,0,3,training2,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,4279,F_training_voicing_sac,CENTER_LEFT,F_training_voicing_sac,CENTER_LEFT,1071,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,10,2017-12-16T12:12:33.732Z,0,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,825,F3_training_place_plampe,CENTER_LEFT,F3_training_place_plampe,CENTER_LEFT,1597,touch_object,1,0
B1AEEBC63582422B841B90E45B9B8A7E,Unknown,2017-12-16,"",Children_Assim_french_training_3,1623,1,2017-12-16T12:10:34.000Z,2017-12-16T12:12:55.000Z,11,2017-12-16T12:12:44.033Z,0,3,training2,countryside,3,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,1078,F_training_voicing_lampe,CENTER_RIGHT,F_training_voicing_lampe,CENTER_RIGHT,984,touch_object,1,0
