uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,1,2017-12-09T14:01:20.545Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,13491,F_pretraining_balle,CENTER_RIGHT,F_pretraining_balle,CENTER_RIGHT,16914,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,2,2017-12-09T14:01:58.807Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,6677,F3_pretraining_kime,CENTER_RIGHT,F3_pretraining_kime,CENTER_RIGHT,5018,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,3,2017-12-09T14:02:18.347Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,1628,F3_pretraining_pouque,CENTER_LEFT,F3_pretraining_pouque,CENTER_LEFT,2650,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,4,2017-12-09T14:02:34.380Z,0,2,training1,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,1612,F3_training_voicing_sague,CENTER_RIGHT,F3_training_voicing_sague,CENTER_RIGHT,2569,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,5,2017-12-09T14:02:46.481Z,1,2,training1,countryside,2,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,1339,F_training_voicing_bouche,CENTER_LEFT,F3_training_voicing_bouge,CENTER_RIGHT,4514,touch_object,0,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,6,2017-12-09T14:03:00.200Z,0,2,training1,countryside,2,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,1804,F_training_voicing_bouche,CENTER_LEFT,F_training_voicing_bouche,CENTER_LEFT,949,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,7,2017-12-09T14:03:10.833Z,1,2,training1,countryside,3,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1528,F3_training_place_couepe,CENTER_LEFT,F_training_place_couette,CENTER_RIGHT,1473,touch_object,0,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,8,2017-12-09T14:03:21.668Z,0,2,training1,countryside,3,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1362,F3_training_place_couepe,CENTER_LEFT,F3_training_place_couepe,CENTER_LEFT,4368,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,9,2017-12-09T14:03:36.816Z,0,3,training2,countryside,1,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,1226,F_training_voicing_glace,CENTER_RIGHT,F_training_voicing_glace,CENTER_RIGHT,1623,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,10,2017-12-09T14:03:47.586Z,0,3,training2,countryside,2,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,897,F3_training_voicing_lambe,CENTER_LEFT,F3_training_voicing_lambe,CENTER_LEFT,2150,touch_object,1,0
594A823DE66A4148985B13D3E3305CF9,Unknown,2017-12-09,"",Children_Assim_french_training_4,1622,1,2017-12-09T14:01:20.000Z,2017-12-09T14:04:11.000Z,11,2017-12-09T14:03:58.518Z,0,3,training2,countryside,3,2,F_training_place_plante,,F3_training_place_plampe,,,,,,878,F_training_place_plante,CENTER_LEFT,F_training_place_plante,CENTER_LEFT,2717,touch_object,1,0
