uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,1,2017-03-30T09:03:43.319Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,1256,F_pretraining_balle,CENTER_LEFT,F_pretraining_balle,CENTER_LEFT,2040,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,2,2017-03-30T09:03:54.592Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,1032,F3_pretraining_kime,CENTER_LEFT,F3_pretraining_kime,CENTER_LEFT,2073,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,3,2017-03-30T09:04:05.626Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,985,F3_pretraining_pouque,CENTER_RIGHT,F3_pretraining_pouque,CENTER_RIGHT,1976,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,4,2017-03-30T09:04:20.760Z,0,2,training1,countryside,1,2,F_training_place_tete,,F3_training_place_tepe,,,,,,1731,F_training_place_tete,CENTER_RIGHT,F_training_place_tete,CENTER_RIGHT,2046,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,5,2017-03-30T09:04:32.407Z,0,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,818,F3_training_voicing_glaze,CENTER_LEFT,F3_training_voicing_glaze,CENTER_LEFT,2206,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,6,2017-03-30T09:04:43.357Z,0,2,training1,countryside,3,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,1036,F3_training_voicing_bouge,CENTER_RIGHT,F3_training_voicing_bouge,CENTER_RIGHT,1969,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,7,2017-03-30T09:04:58.318Z,0,3,training2,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,1018,F_training_voicing_sac,CENTER_LEFT,F_training_voicing_sac,CENTER_LEFT,1758,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,8,2017-03-30T09:05:08.976Z,1,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,930,F3_training_place_plampe,CENTER_LEFT,F_training_place_plante,CENTER_RIGHT,2109,touch_object,0,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,9,2017-03-30T09:05:19.928Z,1,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,1716,F3_training_place_plampe,CENTER_LEFT,F_training_place_plante,CENTER_RIGHT,8800,touch_object,0,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,10,2017-03-30T09:05:38.329Z,0,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,2435,F3_training_place_plampe,CENTER_LEFT,F3_training_place_plampe,CENTER_LEFT,3978,touch_object,1,0
9BA09341AD704E55864105210C4DB6EB,Unknown,2017-03-30,"",Children_Assim_french_training_3,1128,1,2017-03-30T09:03:43.000Z,2017-03-30T09:06:13.000Z,11,2017-03-30T09:05:52.679Z,0,3,training2,countryside,3,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,3038,F_training_voicing_lampe,CENTER_RIGHT,F_training_voicing_lampe,CENTER_RIGHT,8356,touch_object,1,0
