uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,1,2017-03-30T08:18:38.328Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,1995,F_pretraining_balle,CENTER_LEFT,F_pretraining_balle,CENTER_LEFT,1150,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,2,2017-03-30T08:18:49.365Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,1013,F3_pretraining_kime,CENTER_LEFT,F3_pretraining_kime,CENTER_LEFT,2564,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,3,2017-03-30T08:19:00.861Z,1,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,3344,F3_pretraining_pouque,CENTER_RIGHT,F_pretraining_poule,CENTER_LEFT,1104,touch_object,0,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,4,2017-03-30T08:19:13.214Z,1,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,2468,F3_pretraining_pouque,CENTER_RIGHT,F_pretraining_poule,CENTER_LEFT,2411,touch_object,0,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,5,2017-03-30T08:19:25.997Z,1,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,4239,F3_pretraining_pouque,CENTER_RIGHT,F_pretraining_poule,CENTER_LEFT,1724,touch_object,0,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,6,2017-03-30T08:19:39.881Z,1,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,3054,F3_pretraining_pouque,CENTER_RIGHT,F_pretraining_poule,CENTER_LEFT,2374,touch_object,0,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,7,2017-03-30T08:19:53.232Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,2573,F3_pretraining_pouque,CENTER_RIGHT,F3_pretraining_pouque,CENTER_RIGHT,1173,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,8,2017-03-30T08:20:06.340Z,0,2,training1,countryside,1,2,F_training_place_tete,,F3_training_place_tepe,,,,,,2382,F_training_place_tete,CENTER_RIGHT,F_training_place_tete,CENTER_RIGHT,1457,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,9,2017-03-30T08:20:18.100Z,1,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,2489,F3_training_voicing_glaze,CENTER_LEFT,F_training_voicing_glace,CENTER_RIGHT,991,touch_object,0,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,10,2017-03-30T08:20:29.500Z,0,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,1735,F3_training_voicing_glaze,CENTER_LEFT,F3_training_voicing_glaze,CENTER_LEFT,1301,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,11,2017-03-30T08:20:40.417Z,0,2,training1,countryside,3,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,1164,F3_training_voicing_bouge,CENTER_RIGHT,F3_training_voicing_bouge,CENTER_RIGHT,1856,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,12,2017-03-30T08:20:52.562Z,0,3,training2,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,1106,F_training_voicing_sac,CENTER_LEFT,F_training_voicing_sac,CENTER_LEFT,993,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,13,2017-03-30T08:21:02.571Z,0,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,786,F3_training_place_plampe,CENTER_LEFT,F3_training_place_plampe,CENTER_LEFT,1521,touch_object,1,0
83DCD20F4C33409B959412590D612129,Unknown,2017-03-30,"",Children_Assim_french_training_3,1124,1,2017-03-30T08:18:38.000Z,2017-03-30T08:21:24.000Z,14,2017-03-30T08:21:12.785Z,0,3,training2,countryside,3,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,748,F_training_voicing_lampe,CENTER_RIGHT,F_training_voicing_lampe,CENTER_RIGHT,1114,touch_object,1,0
