uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,1,2017-04-11T16:08:13.360Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,3111,F_pretraining_balle,CENTER_RIGHT,F_pretraining_balle,CENTER_RIGHT,1564,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,2,2017-04-11T16:08:25.952Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,1673,F3_pretraining_kime,CENTER_RIGHT,F3_pretraining_kime,CENTER_RIGHT,1827,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,3,2017-04-11T16:08:37.384Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,1543,F3_pretraining_pouque,CENTER_LEFT,F3_pretraining_pouque,CENTER_LEFT,1898,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,4,2017-04-11T16:08:53.279Z,1,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1518,F3_training_place_couepe,CENTER_RIGHT,F_training_place_couette,CENTER_LEFT,2193,touch_object,0,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,5,2017-04-11T16:09:04.868Z,0,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,2957,F3_training_place_couepe,CENTER_RIGHT,F3_training_place_couepe,CENTER_RIGHT,1381,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,6,2017-04-11T16:09:17.135Z,0,2,training1,countryside,2,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,2131,F_training_voicing_bouche,CENTER_LEFT,F_training_voicing_bouche,CENTER_LEFT,1847,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,7,2017-04-11T16:09:28.986Z,0,2,training1,countryside,3,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,1252,F3_training_voicing_sague,CENTER_LEFT,F3_training_voicing_sague,CENTER_LEFT,1361,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,8,2017-04-11T16:09:41.298Z,0,3,training2,countryside,1,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,4164,F_training_voicing_glace,CENTER_RIGHT,F_training_voicing_glace,CENTER_RIGHT,1409,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,9,2017-04-11T16:09:54.754Z,0,3,training2,countryside,2,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,1040,F3_training_voicing_lambe,CENTER_RIGHT,F3_training_voicing_lambe,CENTER_RIGHT,1581,touch_object,1,0
9A73C5E057E24D398B6FA57F315F59E9,Unknown,2017-04-11,"",Children_Assim_french_training_4,1137,1,2017-04-11T16:08:13.000Z,2017-04-11T16:10:17.000Z,10,2017-04-11T16:10:05.288Z,0,3,training2,countryside,3,2,F_training_place_plante,,F3_training_place_plampe,,,,,,1509,F_training_place_plante,CENTER_LEFT,F_training_place_plante,CENTER_LEFT,1324,touch_object,1,0
