uuid,device,date,config_scenario,config_profile,subject_id,session_number,session_started_at,session_ended_at,trial_number_session,trial_started_at,repetition,level_number,level_name,level_background,stage_number,objects_count,object1_name,object1_touch_diff_time,object2_name,object2_touch_diff_time,object3_name,object3_touch_diff_time,object4_name,object4_touch_diff_time,mandy_touch_diff_time,object_asked,object_asked_position,object_touched,object_touched_position,object_touched_at,stage_end,correct,feedback
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,1,2017-04-26T15:39:28.934Z,0,1,pretraining,countryside,1,2,F_pretraining_balle,,F3_pretraining_moutte,,,,,,2518,F_pretraining_balle,CENTER_LEFT,F_pretraining_balle,CENTER_LEFT,1389,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,2,2017-04-26T15:39:40.801Z,0,1,pretraining,countryside,2,2,F_pretraining_coeur,,F3_pretraining_kime,,,,,,2665,F3_pretraining_kime,CENTER_LEFT,F3_pretraining_kime,CENTER_LEFT,1874,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,3,2017-04-26T15:39:53.302Z,0,1,pretraining,countryside,3,2,F_pretraining_poule,,F3_pretraining_pouque,,,,,,850,F3_pretraining_pouque,CENTER_RIGHT,F3_pretraining_pouque,CENTER_RIGHT,1506,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,4,2017-04-26T15:40:07.030Z,0,2,training1,countryside,1,2,F_training_place_couette,,F3_training_place_couepe,,,,,,1000,F_training_place_couette,CENTER_RIGHT,F_training_place_couette,CENTER_RIGHT,1196,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,5,2017-04-26T15:40:17.102Z,0,2,training1,countryside,2,2,F_training_voicing_glace,,F3_training_voicing_glaze,,,,,,1065,F3_training_voicing_glaze,CENTER_LEFT,F3_training_voicing_glaze,CENTER_LEFT,1604,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,6,2017-04-26T15:40:27.655Z,0,2,training1,countryside,3,2,F_training_voicing_bouche,,F3_training_voicing_bouge,,,,,,885,F3_training_voicing_bouge,CENTER_RIGHT,F3_training_voicing_bouge,CENTER_RIGHT,1431,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,7,2017-04-26T15:40:41.512Z,0,3,training2,countryside,1,2,F_training_voicing_sac,,F3_training_voicing_sague,,,,,,899,F_training_voicing_sac,CENTER_LEFT,F_training_voicing_sac,CENTER_LEFT,1042,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,8,2017-04-26T15:40:51.338Z,0,3,training2,countryside,2,2,F_training_place_plante,,F3_training_place_plampe,,,,,,1170,F3_training_place_plampe,CENTER_LEFT,F3_training_place_plampe,CENTER_LEFT,1617,touch_object,1,0
3E1554F6BD434BA087F2F07270314B26,Unknown,2017-04-26,"",Children_Assim_french_training_3,1138,1,2017-04-26T15:39:28.000Z,2017-04-26T15:41:13.000Z,9,2017-04-26T15:41:02.048Z,0,3,training2,countryside,3,2,F_training_voicing_lampe,,F3_training_voicing_lambe,,,,,,685,F_training_voicing_lampe,CENTER_RIGHT,F_training_voicing_lampe,CENTER_RIGHT,1269,touch_object,1,0
