subject_id,word_original,stage,word,knows
1612,assiette,unused,[eng],2
1612,avion,unused,[eng],2
1612,bateau,unused,[eng],2
1612,bisous,unused,[eng],2
1612,boite,test,boipe,2
1612,botte,test,bope,2
1612,bouche,training,bouche,2
1612,brosse,test,broze,2
1612,bus,unused,[eng],2
1612,camion,unused,[eng],2
1612,carte,unused,[eng],2
1612,chaine,test,chaime,2
1612,chaise,test,chaisse,2
1612,chapeau,unused,[eng],2
1612,chaussette,unused,[eng],2
1612,clown,test,clowm,2
1612,corde,test,corbe,2
1612,couche,test,couge,2
1612,couette,training,couette,2
1612,crepe,test,crebe,2
1612,crotte,test,crope,2
1612,cuillere,unused,[eng],2
1612,douche,test,douge,2
1612,fraise,test,fraisse,2
1612,frites,training,frites,2
1612,fruit,unused,[eng],2
1612,gateau,unused,[eng],2
1612,glace,training,glace,2
1612,goutte,test,goupe,2
1612,lait,unused,[eng],2
1612,lampe,training,lampe,2
1612,langue,test,lanque,2
1612,lit,unused,[eng],2
1612,livre,unused,[eng],2
1612,lune,test,lume,2
1612,manteau,unused,[eng],2
1612,monde,test,mombe,2
1612,mouton,unused,[eng],2
1612,noix,unused,[eng],2
1612,nuage,unused,[eng],2
1612,pates,test,papes,2
1612,pied,unused,[eng],2
1612,plante,training,plante,2
1612,porte,test,porde,2
1612,raisin,unused,[eng],2
1612,rat,unused,[eng],2
1612,reine,test,reime,2
1612,robe,test,rope,2
1612,sac,training,sac,2
1612,savon,unused,[eng],2
1612,singe,test,sinche,2
1612,soupe,unused,[eng],2
1612,stylo,unused,[eng],2
1612,tasse,test,taze,2
1612,tete,training,tete,2
1612,train,unused,[eng],2
1612,vache,test,vage,2
1612,ventilateur,unused,[eng],2
1612,viande,test,viambe,2
