subject_id,word_original,stage,word,knows
1625,assiette,unused,[eng],2
1625,avion,unused,[eng],2
1625,bateau,unused,[eng],2
1625,bisous,unused,[eng],2
1625,boite,test,boipe,2
1625,botte,test,bope,2
1625,bouche,training,bouche,2
1625,brosse,test,broze,2
1625,bus,unused,[eng],2
1625,camion,unused,[eng],2
1625,carte,unused,[eng],2
1625,chaine,test,chaime,2
1625,chaise,test,chaisse,2
1625,chapeau,unused,[eng],2
1625,chaussette,unused,[eng],2
1625,clown,test,clowm,2
1625,corde,test,corbe,2
1625,couche,test,couge,2
1625,couette,training,couette,1
1625,crepe,test,crebe,2
1625,crotte,test,crope,2
1625,cuillere,unused,[eng],2
1625,douche,test,douge,2
1625,fraise,test,fraisse,2
1625,frites,training,frites,2
1625,fruit,unused,[eng],2
1625,gateau,unused,[eng],2
1625,glace,training,glace,2
1625,goutte,test,goupe,2
1625,lait,unused,[eng],2
1625,lampe,training,lampe,2
1625,langue,test,lanque,2
1625,lit,unused,[eng],2
1625,livre,unused,[eng],2
1625,lune,test,lume,2
1625,manteau,unused,[eng],2
1625,monde,test,mombe,2
1625,mouton,unused,[eng],2
1625,noix,unused,[eng],2
1625,nuage,unused,[eng],2
1625,pates,test,papes,2
1625,pied,unused,[eng],2
1625,plante,training,plante,2
1625,porte,test,porde,2
1625,raisin,unused,[eng],2
1625,rat,unused,[eng],2
1625,reine,test,reime,2
1625,robe,test,rope,2
1625,sac,training,sac,2
1625,savon,unused,[eng],2
1625,singe,test,sinche,2
1625,soupe,unused,[eng],2
1625,stylo,unused,[eng],2
1625,tasse,test,taze,2
1625,tete,training,tete,2
1625,train,unused,[eng],2
1625,vache,test,vage,2
1625,ventilateur,unused,[eng],2
1625,viande,test,viambe,2
