subject_id,word_original,stage,word,knows
1624,assiette,unused,[eng],2
1624,avion,unused,[eng],2
1624,bateau,unused,[eng],2
1624,bisous,unused,[eng],2
1624,boite,test,boipe,2
1624,botte,test,bope,2
1624,bouche,training,bouche,2
1624,brosse,test,broze,2
1624,bus,unused,[eng],2
1624,camion,unused,[eng],2
1624,carte,unused,[eng],2
1624,chaine,test,chaime,2
1624,chaise,test,chaisse,2
1624,chapeau,unused,[eng],2
1624,chaussette,unused,[eng],2
1624,clown,test,clowm,2
1624,corde,test,corbe,2
1624,couche,test,couge,2
1624,couette,training,couette,2
1624,crepe,test,crebe,2
1624,crotte,test,crope,2
1624,cuillere,unused,[eng],2
1624,douche,test,douge,2
1624,fraise,test,fraisse,2
1624,frites,training,frites,2
1624,fruit,unused,[eng],2
1624,gateau,unused,[eng],2
1624,glace,training,glace,2
1624,goutte,test,goupe,2
1624,lait,unused,[eng],2
1624,lampe,training,lampe,2
1624,langue,test,lanque,2
1624,lit,unused,[eng],2
1624,livre,unused,[eng],2
1624,lune,test,lume,2
1624,manteau,unused,[eng],2
1624,monde,test,mombe,2
1624,mouton,unused,[eng],2
1624,noix,unused,[eng],2
1624,nuage,unused,[eng],2
1624,pates,test,papes,2
1624,pied,unused,[eng],2
1624,plante,training,plante,2
1624,porte,test,porde,2
1624,raisin,unused,[eng],2
1624,rat,unused,[eng],2
1624,reine,test,reime,2
1624,robe,test,rope,2
1624,sac,training,sac,2
1624,savon,unused,[eng],2
1624,singe,test,sinche,2
1624,soupe,unused,[eng],2
1624,stylo,unused,[eng],2
1624,tasse,test,taze,2
1624,tete,training,tete,2
1624,train,unused,[eng],2
1624,vache,test,vage,2
1624,ventilateur,unused,[eng],2
1624,viande,test,viambe,2
