subject_id,word_original,stage,word,knows
1614,assiette,unused,[eng],2
1614,avion,unused,[eng],2
1614,bateau,unused,[eng],2
1614,bisous,unused,[eng],2
1614,boite,test,boipe,2
1614,botte,test,bope,2
1614,bouche,training,bouche,2
1614,brosse,test,broze,2
1614,bus,unused,[eng],2
1614,camion,unused,[eng],2
1614,carte,unused,[eng],2
1614,chaine,test,chaime,2
1614,chaise,test,chaisse,2
1614,chapeau,unused,[eng],2
1614,chaussette,unused,[eng],2
1614,clown,test,clowm,2
1614,corde,test,corbe,2
1614,couche,test,couge,2
1614,couette,training,couette,2
1614,crepe,test,crebe,2
1614,crotte,test,crope,2
1614,cuillere,unused,[eng],2
1614,douche,test,douge,2
1614,fraise,test,fraisse,2
1614,frites,training,frites,2
1614,fruit,unused,[eng],2
1614,gateau,unused,[eng],2
1614,glace,training,glace,2
1614,goutte,test,goupe,2
1614,lait,unused,[eng],2
1614,lampe,training,lampe,2
1614,langue,test,lanque,2
1614,lit,unused,[eng],2
1614,livre,unused,[eng],2
1614,lune,test,lume,2
1614,manteau,unused,[eng],2
1614,monde,test,mombe,2
1614,mouton,unused,[eng],2
1614,noix,unused,[eng],2
1614,nuage,unused,[eng],2
1614,pates,test,papes,2
1614,pied,unused,[eng],2
1614,plante,training,plante,2
1614,porte,test,porde,2
1614,raisin,unused,[eng],2
1614,rat,unused,[eng],2
1614,reine,test,reime,2
1614,robe,test,rope,2
1614,sac,training,sac,2
1614,savon,unused,[eng],2
1614,singe,test,sinche,2
1614,soupe,unused,[eng],2
1614,stylo,unused,[eng],2
1614,tasse,test,taze,2
1614,tete,training,tete,2
1614,train,unused,[eng],2
1614,vache,test,vage,2
1614,ventilateur,unused,[eng],2
1614,viande,test,viambe,2
