subject_id,word_original,stage,word,knows
1602,assiette,unused,[eng],2
1602,avion,unused,[eng],2
1602,bateau,unused,[eng],2
1602,bisous,unused,[eng],2
1602,boite,test,boipe,2
1602,botte,test,bope,1
1602,bouche,training,bouche,2
1602,brosse,test,broze,2
1602,bus,unused,[eng],2
1602,camion,unused,[eng],2
1602,carte,unused,[eng],2
1602,chaine,test,chaime,1
1602,chaise,test,chaisse,2
1602,chapeau,unused,[eng],1
1602,chaussette,unused,[eng],2
1602,clown,test,clowm,1
1602,corde,test,corbe,1
1602,couche,test,couge,2
1602,couette,training,couette,2
1602,crepe,test,crebe,1
1602,crotte,test,crope,2
1602,cuillere,unused,[eng],2
1602,douche,test,douge,2
1602,fraise,test,fraisse,2
1602,frites,training,frites,2
1602,fruit,unused,[eng],2
1602,gateau,unused,[eng],2
1602,glace,training,glace,2
1602,goutte,test,goupe,1
1602,lait,unused,[eng],2
1602,lampe,training,lampe,2
1602,langue,test,lanque,1
1602,lit,unused,[eng],2
1602,livre,unused,[eng],2
1602,lune,test,lume,2
1602,manteau,unused,[eng],2
1602,monde,test,mombe,1
1602,mouton,unused,[eng],2
1602,noix,unused,[eng],1
1602,nuage,unused,[eng],2
1602,pates,test,papes,2
1602,pied,unused,[eng],2
1602,plante,training,plante,2
1602,porte,test,porde,2
1602,raisin,unused,[eng],2
1602,rat,unused,[eng],1
1602,reine,test,reime,0
1602,robe,test,rope,2
1602,sac,training,sac,2
1602,savon,unused,[eng],2
1602,singe,test,sinche,2
1602,soupe,unused,[eng],2
1602,stylo,unused,[eng],1
1602,tasse,test,taze,2
1602,tete,training,tete,2
1602,train,unused,[eng],2
1602,vache,test,vage,2
1602,ventilateur,unused,[eng],1
1602,viande,test,viambe,2
