subject_id,word_original,stage,word,knows
1617,assiette,unused,[eng],2
1617,avion,unused,[eng],2
1617,bateau,unused,[eng],2
1617,bisous,unused,[eng],2
1617,boite,test,boipe,2
1617,botte,test,bope,2
1617,bouche,training,bouche,2
1617,brosse,test,broze,2
1617,bus,unused,[eng],2
1617,camion,unused,[eng],2
1617,carte,unused,[eng],2
1617,chaine,test,chaime,2
1617,chaise,test,chaisse,2
1617,chapeau,unused,[eng],2
1617,chaussette,unused,[eng],2
1617,clown,test,clowm,2
1617,corde,test,corbe,1
1617,couche,test,couge,2
1617,couette,training,couette,1
1617,crepe,test,crebe,2
1617,crotte,test,crope,1
1617,cuillere,unused,[eng],2
1617,douche,test,douge,2
1617,fraise,test,fraisse,2
1617,frites,training,frites,2
1617,fruit,unused,[eng],2
1617,gateau,unused,[eng],2
1617,glace,training,glace,2
1617,goutte,test,goupe,1
1617,lait,unused,[eng],2
1617,lampe,training,lampe,2
1617,langue,test,lanque,2
1617,lit,unused,[eng],2
1617,livre,unused,[eng],2
1617,lune,test,lume,2
1617,manteau,unused,[eng],2
1617,monde,test,mombe,2
1617,mouton,unused,[eng],2
1617,noix,unused,[eng],2
1617,nuage,unused,[eng],2
1617,pates,test,papes,2
1617,pied,unused,[eng],2
1617,plante,training,plante,2
1617,porte,test,porde,2
1617,raisin,unused,[eng],1
1617,rat,unused,[eng],2
1617,reine,test,reime,2
1617,robe,test,rope,2
1617,sac,training,sac,2
1617,savon,unused,[eng],2
1617,singe,test,sinche,2
1617,soupe,unused,[eng],2
1617,stylo,unused,[eng],2
1617,tasse,test,taze,2
1617,tete,training,tete,2
1617,train,unused,[eng],2
1617,vache,test,vage,2
1617,ventilateur,unused,[eng],1
1617,viande,test,viambe,2
